filename,movement,subject,episode,label,dimensionless_jerk,duration_s,mean_acceleration_mm_s2,mean_jerk_mm_s3,mean_velocity_mm_s,n_frames,peak_acceleration_mm_s2,peak_jerk_mm_s3,peak_velocity_mm_s,range_x_mm,range_y_mm,range_z_mm,rms_jerk_mm_s3,sparc,std_jerk_mm_s3,std_velocity_mm_s,velocity_x_mean,velocity_y_mean,velocity_z_mean
m10_s09_e10_positions_inc.txt.gz,m10,s09,e10,1,-8.128575,1.650000,3469.353868,29554.711189,580.658693,165,7701.521772,107028.755654,1357.707840,255.238017,166.475212,338.434187,37297.352110,-2.786113,22751.077358,379.072541,9.503512,3.110375,-4.564205
m10_s10_e01_positions_inc.txt.gz,m10,s10,e01,1,-8.147012,1.430000,331.837663,3435.204419,46.750258,143,727.100288,7941.245268,114.938965,13.474125,10.046068,34.536651,3949.703172,-2.361254,1949.237222,27.515613,3.066954,2.664853,-15.238803
m10_s10_e02_positions_inc.txt.gz,m10,s10,e02,1,-8.495805,1.730000,417.916022,4152.212441,95.098274,173,1037.927748,7803.715993,147.186975,20.838669,47.914860,56.703318,4525.233025,-2.438716,1799.129171,27.538770,1.601207,4.519145,-0.638817
m10_s10_e03_positions_inc.txt.gz,m10,s10,e03,1,-8.032372,1.560000,413.133330,3953.881216,97.903777,156,811.671855,11469.716909,150.490141,28.035215,53.827637,63.838060,4285.767558,-2.593180,1653.670732,32.490406,15.601934,18.815636,-41.414325
m10_s10_e04_positions_inc.txt.gz,m10,s10,e04,1,-9.077500,1.990000,493.295956,4753.173834,80.543883,199,881.711200,14216.529670,159.060879,64.609179,38.154518,31.990907,5301.976575,-2.624602,2349.104958,38.982410,18.341895,-1.241869,-10.684928
m10_s10_e05_positions_inc.txt.gz,m10,s10,e05,1,-8.404981,1.920000,491.864377,4354.861458,93.465567,192,1011.571132,11723.003714,192.283923,51.593487,36.482450,67.023537,4831.807193,-2.166176,2093.213422,40.797954,-15.141331,5.883704,14.865535
m10_s10_e06_positions_inc.txt.gz,m10,s10,e06,1,-8.967646,1.810000,503.406218,5005.669722,84.322160,181,1094.961896,13336.974361,150.773106,41.095354,12.754841,63.027184,5484.103605,-2.598016,2240.237262,32.588056,2.886987,-0.665577,-21.978456
m10_s10_e07_positions_inc.txt.gz,m10,s10,e07,1,-8.094655,1.600000,386.095422,3593.321218,65.078619,160,732.262300,15254.431814,144.984071,57.677744,6.968469,22.758220,4100.835426,-2.038931,1976.080419,36.472263,30.616879,-0.354061,-14.391552
m10_s10_e08_positions_inc.txt.gz,m10,s10,e08,1,-8.530706,1.880000,454.078308,3762.074854,76.681462,188,816.391920,7306.945932,148.931203,49.471984,15.010682,36.630255,4113.089762,-2.796203,1662.618472,33.303467,20.175251,1.535368,6.475155
m10_s10_e09_positions_inc.txt.gz,m10,s10,e09,1,-8.180942,1.730000,672.122596,6092.942178,123.636987,173,1212.553674,21591.267398,266.023105,77.934381,65.941544,40.796210,6987.457246,-2.868613,3420.616084,63.636498,-14.722941,7.770341,-16.485754
m10_s10_e10_positions_inc.txt.gz,m10,s10,e10,1,-8.217192,1.810000,677.126009,6741.714359,142.160318,181,1697.307458,24282.374618,324.819974,47.985828,64.707202,92.520939,8118.308330,-3.058149,4522.855033,72.616793,13.291363,-4.460122,29.788957
m07_s01_e01_positions.txt.gz,m07,s01,e01,0,-8.076080,2.290000,3663.516425,22868.434423,1019.515755,229,5606.455905,115671.757466,1706.145115,82.124828,396.106219,1032.060713,27922.939656,-2.766201,16022.648535,528.542124,-30.491800,126.691580,-113.194771
m07_s01_e02_positions.txt.gz,m07,s01,e02,0,-8.544140,2.830000,3679.966185,21949.939585,979.080160,283,6010.253454,97034.279363,1681.609938,54.211596,417.894302,1033.096588,25315.233779,-3.048720,12611.947253,520.743036,-6.223275,-1.422042,1.249641
m07_s01_e03_positions.txt.gz,m07,s01,e03,0,-8.542202,2.920000,3356.597448,19905.243735,936.802678,292,5626.093433,108681.150207,1767.579288,57.489270,413.960466,1025.022032,25364.146456,-2.898049,15720.088972,470.267427,12.189264,2.686094,4.269333
m07_s01_e04_positions.txt.gz,m07,s01,e04,0,-8.697569,3.020000,3036.422389,17795.235176,910.391258,302,6266.784019,130365.665897,1560.987169,59.317813,406.087931,1024.398419,23016.643484,-2.983675,14597.790323,425.800711,2.642473,9.109946,-3.548944
m07_s01_e05_positions.txt.gz,m07,s01,e05,0,-8.561600,2.970000,3150.243437,18205.159736,935.975200,297,6207.360776,125660.759262,1656.340768,96.930250,408.199271,1037.799109,23396.064647,-2.818443,14695.169272,419.143593,-0.642123,-2.204866,-1.242028
m07_s01_e06_positions.txt.gz,m07,s01,e06,0,-8.664684,2.950000,3170.126856,18150.939054,928.279276,295,6448.421847,131025.852920,1543.389884,63.405277,393.799421,1025.595365,23187.546198,-2.989783,14429.335055,420.601460,0.619175,-1.554481,-1.078026
m07_s01_e07_positions.txt.gz,m07,s01,e07,0,-8.809748,2.770000,3704.968900,23777.214123,1015.207816,277,7851.282695,148978.563871,1842.266741,91.090147,439.247581,1041.853903,32707.344747,-2.887673,22459.173826,446.451429,-6.594357,-1.994655,2.652842
m07_s01_e08_positions.txt.gz,m07,s01,e08,0,-8.576066,2.860000,3431.474028,21951.124245,944.940202,286,8055.477662,124955.266371,1929.647986,84.301944,388.660240,1037.591557,29053.482851,-2.903075,19032.945389,488.072855,3.246443,-2.324085,-1.776430
m07_s01_e09_positions.txt.gz,m07,s01,e09,0,-8.595561,2.790000,3724.476937,22713.205710,987.541005,279,8400.956818,140098.755839,1958.738508,57.835262,411.972364,1036.559239,30908.114005,-2.870657,20962.390076,503.649621,2.064248,6.138173,2.646927
m07_s01_e10_positions.txt.gz,m07,s01,e10,0,-8.858015,2.870000,4073.564217,26468.955941,972.971254,287,9270.243647,138049.620949,2039.043239,98.550412,403.052577,1045.371297,35163.899080,-3.109044,23149.388112,568.348388,-0.782283,6.705136,-9.106576
m07_s02_e01_positions.txt.gz,m07,s02,e01,0,-8.739698,2.330000,5250.814485,42635.063421,1131.678574,233,10319.345417,232160.034617,2385.909327,121.538242,451.120449,1098.551895,53017.751783,-3.609149,31514.018645,848.363607,-3.615274,75.343922,-33.646394
m07_s02_e02_positions.txt.gz,m07,s02,e02,0,-8.753911,2.740000,5048.941360,36884.619448,1076.018131,274,8633.730457,82506.759987,2331.060085,145.597658,458.371988,1121.728427,40908.651950,-3.209598,17693.011403,775.363156,3.773064,-1.182123,3.099666
m07_s02_e03_positions.txt.gz,m07,s02,e03,0,-8.747165,2.600000,5342.214906,38885.132671,1119.258434,260,8372.609157,79226.392815,2284.163101,120.279330,478.025041,1103.563057,43220.496361,-3.273860,18866.842948,767.909457,-0.022231,8.421002,1.717640
m07_s02_e04_positions.txt.gz,m07,s02,e04,0,-8.653736,3.010000,3956.940740,26891.160597,939.424660,301,6402.169597,51364.173024,2027.122852,143.042534,480.372629,1084.196045,29387.672566,-3.016941,11853.302519,689.390277,-3.728835,-3.284530,-3.240066
m07_s02_e05_positions.txt.gz,m07,s02,e05,0,-8.598708,2.880000,4197.796153,27552.300035,1019.007897,288,7511.884402,73360.871189,2065.808073,138.056748,474.043834,1118.798063,31130.564543,-3.224131,14490.783677,655.283218,-1.714109,-11.527743,1.767435
m07_s02_e06_positions.txt.gz,m07,s02,e06,0,-8.762513,2.750000,4913.901010,36987.014782,1066.534872,275,9628.851506,92115.507835,2439.425986,144.388355,441.731345,1117.949903,42760.633292,-3.248687,21457.690861,740.368151,3.581163,-1.876185,0.058245
m07_s02_e07_positions.txt.gz,m07,s02,e07,0,-8.526105,2.810000,4130.514752,26433.265602,1028.486772,281,6879.484953,69975.230365,1928.649822,147.964738,459.907544,1102.718654,29081.323772,-2.991717,12124.597394,617.131773,-3.170101,7.641969,-0.770719
m07_s02_e08_positions.txt.gz,m07,s02,e08,0,-8.586769,2.920000,4097.741402,26489.614755,1001.103520,292,7286.109006,59409.233498,2003.824959,174.024823,467.230745,1102.530083,29402.116610,-2.978639,12758.713543,663.748699,4.047213,3.714714,2.384410
m07_s02_e09_positions.txt.gz,m07,s02,e09,0,-8.697390,3.030000,3962.030077,25583.467415,989.374534,303,5999.114026,51329.051533,1873.922522,197.576521,468.576252,1110.068289,27491.724927,-3.188203,10063.852866,641.886410,-1.857387,1.053643,0.684297
m07_s02_e10_positions.txt.gz,m07,s02,e10,0,-8.834536,2.830000,4345.073973,29962.000563,1083.173153,283,7053.067274,129875.716014,1962.475530,170.598089,470.575826,1141.729953,34160.152921,-3.112757,16407.149961,652.657997,2.958332,1.877032,-5.484897
m07_s03_e01_positions.txt.gz,m07,s03,e01,0,-8.836227,3.250000,2783.320173,18168.144453,854.010407,325,4946.552568,114388.721709,1505.604911,51.488881,439.936743,1065.040707,21313.187320,-3.219753,11143.180912,497.581747,-2.650403,14.257514,-2.418986
m07_s03_e02_positions.txt.gz,m07,s03,e02,0,-8.497701,3.080000,3557.686963,20876.536170,938.823654,308,5990.804201,47584.154143,1824.855667,32.927220,445.397213,1082.510668,23640.399149,-2.986277,11092.281527,566.057492,-0.739903,-3.621983,3.378822
m07_s03_e03_positions.txt.gz,m07,s03,e03,0,-8.768194,3.160000,3344.241774,20264.471002,948.275382,316,5390.391995,91984.920571,1636.704622,42.446402,445.367400,1090.440763,23357.629416,-3.106365,11615.940210,518.797034,4.185244,6.231589,-2.933804
m07_s03_e04_positions.txt.gz,m07,s03,e04,0,-8.537569,3.490000,2716.366853,15755.997570,818.081142,349,6176.947443,59663.471093,1744.119006,56.733183,446.875306,1064.787084,19109.425235,-2.801450,10812.893850,493.306496,0.351847,-0.031097,0.166257
m07_s03_e05_positions.txt.gz,m07,s03,e05,0,-8.455447,3.530000,2810.002608,15129.189847,841.816200,353,4534.138407,43520.478604,1601.185158,88.242646,450.796601,1090.383923,16552.233052,-2.914354,6714.464504,496.619801,2.229838,7.012675,-0.839563
m07_s03_e06_positions.txt.gz,m07,s03,e06,0,-8.804445,3.710000,2562.417482,16382.709102,769.083865,371,6713.755703,53830.569369,1771.403293,67.637191,457.712306,1078.017788,20235.664955,-2.835348,11878.088173,501.231880,-1.856110,-14.437993,1.473915
m07_s03_e07_positions.txt.gz,m07,s03,e07,0,-8.768457,3.430000,2929.532537,17552.090272,855.970209,343,5602.355232,49529.105850,1684.682920,63.864464,458.925885,1091.019228,21262.936882,-3.056158,12001.525400,501.710937,-2.132693,13.650110,-2.232469
m07_s03_e08_positions.txt.gz,m07,s03,e08,0,-8.836565,3.570000,2899.000167,18807.411547,849.570164,357,7037.777749,57583.015064,1862.955649,73.309431,467.032628,1094.813341,22910.569111,-3.027017,13083.403527,522.729460,5.572500,-11.775505,-0.608380
m07_s03_e09_positions.txt.gz,m07,s03,e09,0,-8.787164,3.460000,3064.615866,17876.417621,861.332338,346,7686.539634,64205.193263,1768.745190,64.139239,425.893366,1100.517433,22241.268105,-2.979938,13232.826604,534.813846,-0.852099,-4.840096,5.000363
m07_s03_e10_positions.txt.gz,m07,s03,e10,0,-8.994806,3.340000,3226.726702,21486.439620,850.796091,334,6051.785558,76852.359315,1652.311512,69.679561,438.177397,1070.466210,24303.539744,-3.153823,11357.594663,585.743082,3.088429,10.594502,-2.441531
m07_s04_e01_positions.txt.gz,m07,s04,e01,0,-8.608420,2.460000,6099.724062,38819.402364,1344.653475,246,8576.368393,130491.754688,2227.533910,74.780686,540.880753,1125.654062,42728.372181,-2.715234,17854.069264,661.181564,5.719932,3.967491,0.570149
m07_s04_e02_positions.txt.gz,m07,s04,e02,0,-8.899347,2.170000,8421.108010,69285.050144,1516.868701,217,18641.613066,220015.607652,3297.881464,120.302404,531.702653,1117.785154,88310.876376,-2.631415,54757.581328,884.620935,0.011811,3.239228,-4.736287
m07_s04_e03_positions.txt.gz,m07,s04,e03,0,-8.630445,2.150000,7999.392681,59057.338555,1548.470017,215,13279.114119,142232.491304,2780.062620,87.131400,552.896585,1115.307419,65989.398532,-2.669386,29442.001993,773.287317,3.078320,-2.585065,-1.299108
m07_s04_e04_positions.txt.gz,m07,s04,e04,0,-8.694693,2.390000,6535.290952,44859.873246,1347.313060,239,10143.914711,172989.704728,2426.224837,84.227705,496.206268,1107.538928,50741.437999,-2.743846,23712.555800,716.927288,-7.665960,2.369015,-0.481884
m07_s04_e05_positions.txt.gz,m07,s04,e05,0,-8.779748,2.370000,7406.753453,54773.262259,1374.255598,237,14689.116430,130225.267114,2930.591462,114.681150,513.034268,1121.778080,64763.588352,-2.762541,34557.374289,891.595657,-8.026543,1.210446,-2.146031
m07_s04_e06_positions.txt.gz,m07,s04,e06,0,-8.798617,2.180000,8497.880936,65890.917139,1481.824696,218,14407.689141,138512.277532,2945.306559,103.176154,511.150064,1121.633053,74480.261540,-2.809055,34723.139225,945.057774,-7.337510,-11.859158,4.290347
m07_s04_e07_positions.txt.gz,m07,s04,e07,0,-8.728263,2.360000,7525.273250,54466.930982,1410.239299,236,14808.377692,144484.770033,2943.677759,108.894182,552.570506,1113.483067,63802.910287,-2.647651,33228.975165,864.232864,13.879796,5.933739,-1.511519
m07_s04_e08_positions.txt.gz,m07,s04,e08,0,-8.963883,2.230000,8710.081885,68185.525608,1476.965427,223,15593.610004,187206.277679,3004.905458,73.122836,526.157337,1120.109770,79772.997876,-2.711659,41406.102059,977.815005,4.017949,1.270643,-0.567964
m07_s04_e09_positions.txt.gz,m07,s04,e09,0,-8.921581,2.330000,8123.719884,63087.127682,1424.604455,233,17259.215550,174273.312203,3180.124884,105.798394,541.510624,1121.490739,77393.960618,-2.688489,44831.233097,960.037738,0.095232,0.745711,0.282929
m07_s04_e10_positions.txt.gz,m07,s04,e10,0,-8.986465,2.330000,8115.076145,64837.438541,1440.213329,233,18342.794484,206570.198190,3306.042936,85.778297,542.870073,1125.471787,83111.407848,-2.536600,51996.275615,938.185969,2.568069,9.185679,4.488306
m07_s05_e01_positions.txt.gz,m07,s05,e01,0,-8.558735,2.170000,6376.218536,46397.704440,1332.291820,217,10996.872620,133339.866263,2397.665923,69.682482,438.616117,1124.510374,54150.778195,-2.955034,27920.598165,731.040220,-18.604833,3.935760,-2.625378
m07_s05_e02_positions.txt.gz,m07,s05,e02,0,-8.728446,2.330000,7067.122404,51513.096030,1480.330926,233,10967.954308,187333.155504,2706.379774,104.930614,570.309105,1187.382092,59801.610124,-3.003793,30374.882894,768.854119,-4.509127,-0.731634,-1.845009
m07_s05_e03_positions.txt.gz,m07,s05,e03,0,-8.837641,2.240000,7326.862968,56222.173776,1523.831546,224,12596.279381,275930.602438,2812.791746,122.229288,568.893177,1182.086987,69636.184008,-3.097666,41088.505680,756.108221,5.092103,-0.959899,9.579998
m07_s05_e04_positions.txt.gz,m07,s05,e04,0,-8.976207,2.220000,7440.858087,58020.860465,1552.305652,222,12067.198238,259080.256771,2580.976158,96.256653,601.709055,1177.341561,69408.562362,-3.087799,38093.677691,707.222511,0.562036,-2.325728,-9.817734
m07_s05_e05_positions.txt.gz,m07,s05,e05,0,-9.073749,2.210000,7392.750732,58969.449704,1583.612234,221,15055.166130,316896.267524,2575.278599,145.731873,636.583502,1205.924484,73210.838414,-3.050469,43386.989558,688.453279,-0.497086,-20.594758,2.583134
m07_s05_e06_positions.txt.gz,m07,s05,e06,0,-9.015917,2.080000,8120.738305,65289.117151,1617.741712,208,14510.672705,294929.037291,2626.111364,113.520614,581.946057,1190.192775,79432.743087,-3.044559,45242.588962,754.294499,8.937649,15.973287,-2.216465
m07_s05_e07_positions.txt.gz,m07,s05,e07,0,-9.091760,2.080000,8380.837268,68420.286835,1695.240658,208,14908.621141,321839.029894,2678.106106,141.864417,638.450165,1190.461725,84136.274965,-2.976108,48965.060138,754.643880,-9.510542,1.427332,-1.430369
m07_s05_e08_positions.txt.gz,m07,s05,e08,0,-9.014034,2.000000,8444.391993,70150.189658,1657.735008,200,17777.721249,380080.751251,2812.646317,127.054297,574.460497,1191.618980,90145.219187,-3.074138,56613.703582,789.855652,34.716349,-30.884844,6.378894
m07_s05_e09_positions.txt.gz,m07,s05,e09,0,-9.036586,2.020000,7879.779189,63553.277826,1612.637924,202,14831.540822,326929.057397,2491.699217,232.743088,554.884101,1178.827006,79567.952170,-2.992639,47875.253420,726.000788,-29.609322,25.624992,-3.294678
m07_s05_e10_positions.txt.gz,m07,s05,e10,0,-8.939833,2.140000,7911.932959,62029.733878,1571.452809,214,14583.194317,318673.332361,2634.079138,124.013170,605.503210,1168.252229,73496.774325,-2.984665,39421.922216,769.520255,-2.167713,-4.093164,-1.903329
m07_s06_e01_positions.txt.gz,m07,s06,e01,0,-8.909464,2.340000,5039.765261,40041.329436,1114.418026,234,11220.153536,255640.463169,2181.578781,83.644546,430.071991,981.821931,52433.950691,-3.305988,33852.786031,694.048095,-14.336075,21.363642,-11.263278
m07_s06_e02_positions.txt.gz,m07,s06,e02,0,-9.119140,2.540000,5205.971685,40756.030305,1038.743613,254,10123.353706,124596.430365,2126.961337,107.342619,391.594275,972.485805,50200.164575,-3.600392,29308.744721,682.984485,-6.475960,7.102383,-4.105919
m07_s06_e03_positions.txt.gz,m07,s06,e03,0,-9.139970,2.570000,5426.923419,44486.969512,1020.918104,257,10440.143188,107675.999570,2270.146245,70.155537,400.162882,977.882087,53195.326652,-3.623683,29165.944546,778.059016,-3.407138,-0.368875,3.992242
m07_s06_e04_positions.txt.gz,m07,s06,e04,0,-9.181713,2.460000,5999.114100,51640.878571,1088.839544,246,11613.735540,174391.340292,2441.278517,115.512303,436.497263,967.140425,62373.228806,-3.561754,34980.556486,800.662223,-3.829140,-9.566474,0.690922
m07_s06_e05_positions.txt.gz,m07,s06,e05,0,-9.152704,2.480000,5526.726541,46224.025325,1072.664058,248,11889.080643,135561.560296,2295.104731,86.499113,429.839471,967.261713,57096.483173,-3.505908,33516.382167,747.561822,3.803105,-0.550046,-2.270892
m07_s06_e06_positions.txt.gz,m07,s06,e06,0,-8.918083,2.380000,5716.151013,45701.513891,1143.288336,238,10415.697035,110446.035368,2159.370381,130.922223,450.508150,981.811618,50815.801035,-3.129382,22217.499025,689.123624,4.471464,8.165797,4.356451
m07_s06_e07_positions.txt.gz,m07,s06,e07,0,-8.846788,2.300000,6343.414639,52931.340844,1191.800082,230,12683.571869,156887.418613,2642.496350,135.594277,438.672535,981.212636,63165.254856,-2.977426,34469.154001,749.630789,8.268198,-1.836624,-0.752029
m07_s06_e08_positions.txt.gz,m07,s06,e08,0,-8.983022,2.300000,6500.077179,53723.565953,1207.018880,230,11207.372319,161936.501944,2405.841487,179.759922,459.068563,990.633334,61562.136527,-3.273491,30061.189516,788.889029,-19.060081,10.514539,-7.683722
m07_s06_e09_positions.txt.gz,m07,s06,e09,0,-9.048803,2.660000,5180.205806,40458.884178,1069.300904,266,10265.705505,114718.504032,2252.683963,93.427022,501.033739,990.661916,47896.118149,-3.452185,25634.290020,697.882330,13.539493,-13.482056,1.229835
m07_s06_e10_positions.txt.gz,m07,s06,e10,0,-9.257697,2.460000,7058.770662,62388.703021,1193.369425,246,13799.320015,138809.589438,2778.610727,83.288044,525.168669,1008.345740,73740.889220,-3.379601,39311.174980,880.206103,3.106080,19.505125,-5.715377
m07_s07_e01_positions.txt.gz,m07,s07,e01,0,-9.240241,2.210000,223.835369,1947.276220,34.105892,221,489.105240,9044.644559,73.746264,23.404995,23.429933,7.192375,2278.475848,-4.364747,1183.033184,20.332669,3.306892,6.806695,-0.947625
m07_s07_e02_positions.txt.gz,m07,s07,e02,0,-9.454555,2.860000,208.628287,1820.004005,37.949970,286,464.220214,8298.631255,89.410854,30.289967,24.026050,7.408305,2088.679579,-3.461065,1024.776955,19.400087,0.176894,0.734337,0.054602
m07_s07_e03_positions.txt.gz,m07,s07,e03,0,-9.555183,2.520000,197.209895,1757.038679,37.758099,252,353.950708,7124.326591,68.778918,25.433870,22.241581,6.286110,2042.848934,-3.415701,1042.135713,13.326287,-0.614348,0.747771,0.182745
m07_s07_e04_positions.txt.gz,m07,s07,e04,0,-9.786954,2.390000,203.167968,1828.686826,38.168618,239,420.128098,7799.104943,60.001466,27.597592,25.592758,9.674335,2166.581647,-3.331978,1161.886622,12.297953,-5.527041,3.816501,-0.129312
m07_s07_e05_positions.txt.gz,m07,s07,e05,0,-9.868827,2.400000,246.283927,2448.394274,40.216544,240,438.450010,7916.571253,70.954199,35.202780,18.382865,10.278158,2652.466028,-2.872893,1020.265411,14.879183,3.370966,-2.093059,-0.772903
m07_s07_e06_positions.txt.gz,m07,s07,e06,0,-9.028840,2.320000,202.913045,1966.335371,42.242922,232,639.661520,11397.888505,99.242757,34.014792,19.418160,10.865286,2564.806687,-3.026502,1646.741798,20.074697,-0.896192,-0.869950,1.528343
m07_s07_e07_positions.txt.gz,m07,s07,e07,0,-10.107897,2.530000,181.671063,1607.340813,33.533862,253,333.216765,7876.183447,49.529567,28.737137,23.507068,7.679247,1927.905668,-3.302139,1064.554263,11.307890,-1.785738,2.354825,0.976728
m07_s07_e08_positions.txt.gz,m07,s07,e08,0,-9.388053,2.520000,206.289832,1788.877482,36.201927,252,466.274368,6734.413570,74.589342,28.055774,26.695736,8.820003,2037.819635,-2.644622,976.025726,20.394762,-0.025241,-3.208769,1.190626
m07_s07_e09_positions.txt.gz,m07,s07,e09,0,-9.454262,2.330000,206.484576,2035.887960,36.497280,233,371.405416,4285.593972,68.046167,28.876299,16.642273,6.903316,2161.407595,-2.444480,725.839519,13.452187,1.164025,-0.470021,-1.082982
m07_s07_e10_positions.txt.gz,m07,s07,e10,0,-7.970109,2.200000,378.601630,3544.726878,70.326608,220,1544.319102,18597.837893,303.720418,66.247092,49.813981,27.083124,5006.418415,-2.771930,3535.411816,72.467013,29.729608,16.039374,12.051667
m07_s08_e01_positions.txt.gz,m07,s08,e01,0,-8.346654,1.740000,7402.726719,59078.319027,1561.221038,174,11869.483765,258116.530579,2540.904215,129.697448,459.876587,1090.045765,71881.525973,-2.831891,40947.600627,706.526982,-24.389424,164.134783,-72.207705
m07_s08_e02_positions.txt.gz,m07,s08,e02,0,-8.663109,1.910000,8915.796993,74631.156600,1643.781019,191,13001.601983,203767.057564,2815.293854,148.200699,480.450665,1110.104426,81122.972589,-2.754930,31798.225519,783.698491,-1.908071,-4.638611,-1.223809
m07_s08_e03_positions.txt.gz,m07,s08,e03,0,-9.055390,1.860000,9469.195926,83365.784150,1697.262397,186,15300.856478,318189.362103,2734.085678,126.938912,474.718058,1104.031878,99746.020447,-2.921950,54766.911800,754.729551,-6.834332,4.956903,-1.838062
m07_s08_e04_positions.txt.gz,m07,s08,e04,0,-9.032865,1.930000,8426.691787,73165.418016,1618.411141,193,14633.358831,330877.590743,2653.353146,122.877633,458.570778,1099.270004,90556.759843,-3.091470,53360.550594,752.765821,7.278340,1.847715,-1.369668
m07_s08_e05_positions.txt.gz,m07,s08,e05,0,-9.062356,1.950000,8101.294940,71024.457279,1600.343985,195,18426.570591,415318.605216,2765.142744,98.178099,463.642253,1098.282027,94304.221347,-3.069570,62038.799409,698.771589,-3.860017,-0.417804,3.230679
m07_s08_e06_positions.txt.gz,m07,s08,e06,0,-9.277026,2.070000,7769.190382,68656.469590,1474.136189,207,21439.586845,467449.471103,2792.419355,142.949317,451.022717,1094.059193,96940.585638,-3.022289,68438.047366,768.365089,11.016344,-4.402437,-0.900118
m07_s08_e07_positions.txt.gz,m07,s08,e07,0,-8.839420,1.970000,8533.250425,72986.516177,1572.292946,197,15420.896387,234512.793746,2921.454667,165.700962,450.657262,1104.585427,87771.907557,-2.918941,48753.217459,768.301980,-8.955640,11.581511,-0.625252
m07_s08_e08_positions.txt.gz,m07,s08,e08,0,-8.987265,2.010000,7864.463214,64634.681487,1522.354943,201,16023.295182,350707.875238,2555.306037,157.332473,454.366600,1095.391207,80206.331756,-2.948923,47491.195003,718.357169,-3.140535,2.104666,3.100794
m07_s08_e09_positions.txt.gz,m07,s08,e09,0,-9.001039,2.010000,7920.175961,65669.143114,1573.217680,201,13254.146854,278939.708400,2466.552021,112.673831,487.941991,1091.721938,77955.528440,-2.955441,42007.476205,666.884092,4.327734,2.212593,-1.215080
m07_s08_e10_positions.txt.gz,m07,s08,e10,0,-9.149103,2.000000,8695.882500,73289.947385,1539.624690,200,16826.384151,372714.529182,2633.687775,129.541702,443.300203,1084.352237,90307.088264,-3.066369,52763.186057,786.485019,-19.036332,-3.589757,-4.351459
m07_s09_e01_positions.txt.gz,m07,s09,e01,0,-8.653707,1.900000,6971.386828,58054.236840,1423.284749,190,13183.163425,297876.064013,2492.603908,107.983346,422.404511,1010.918088,72052.894537,-2.819697,42676.986727,697.308018,2.084118,61.299905,-18.978492
m07_s09_e02_positions.txt.gz,m07,s09,e02,0,-8.984779,2.490000,5502.167815,43092.541903,1137.803728,249,12467.612085,154075.289048,2396.676511,102.815670,406.636838,1005.705716,54491.697831,-3.078654,33352.330726,647.140375,6.969533,6.418995,0.893559
m07_s09_e03_positions.txt.gz,m07,s09,e03,0,-8.796841,2.360000,6010.941135,44504.094148,1213.213290,236,11268.624886,126660.480916,2285.631048,123.985169,434.871611,1007.221744,51268.172421,-2.915148,25452.133652,674.041614,5.357309,-2.252868,2.755127
m07_s09_e04_positions.txt.gz,m07,s09,e04,0,-8.766847,2.310000,6250.533127,45510.007359,1277.132099,231,10556.356046,116078.596582,2257.474574,179.495740,452.421424,1010.703492,51511.190646,-2.835901,24129.691087,648.346043,-5.363209,6.155621,-2.563145
m07_s09_e05_positions.txt.gz,m07,s09,e05,0,-8.748360,2.330000,5700.898417,42887.630509,1111.469243,233,11272.806674,135030.528129,2327.396376,70.793507,411.808910,962.649131,51942.005718,-2.954150,29302.271369,704.754291,8.090969,-0.172235,0.879054
m07_s09_e06_positions.txt.gz,m07,s09,e06,0,-8.608620,2.350000,4914.776305,32973.821091,1067.148027,235,8866.951790,88731.987407,1845.505391,68.959844,399.714704,962.782313,37918.541749,-2.844318,18722.791752,595.386037,-19.374655,-10.155825,-4.212710
m07_s09_e07_positions.txt.gz,m07,s09,e07,0,-8.664909,2.490000,5030.743863,34565.918428,1068.283630,249,7724.613195,85831.837792,2019.177920,109.199585,415.890227,976.062503,39123.400537,-3.046395,18325.876589,651.202813,12.303797,13.201678,0.878169
m07_s09_e08_positions.txt.gz,m07,s09,e08,0,-8.816792,2.380000,5695.506685,41883.192699,1153.915223,238,9813.163425,102390.704643,2122.581488,114.938873,409.644785,992.812135,47483.319307,-2.979348,22371.047845,679.947534,13.472027,0.294381,4.520538
m07_s09_e09_positions.txt.gz,m07,s09,e09,0,-8.900306,2.370000,5917.886102,45498.054182,1164.291686,237,10618.434198,118332.924663,2175.979101,107.698711,412.717296,1002.453749,51075.076311,-2.959049,23207.552345,704.782587,-16.491019,-3.958718,-1.084690
m07_s09_e10_positions.txt.gz,m07,s09,e10,0,-8.946015,2.380000,6278.278622,47809.043081,1187.211876,238,13134.073425,166770.916276,2438.207937,132.061776,398.465171,1018.221158,58184.556442,-2.738917,33162.297991,756.522288,1.712965,1.490934,-3.995395
m07_s10_e01_positions.txt.gz,m07,s10,e01,0,-8.822152,2.090000,387.252336,3346.190597,55.276352,209,923.338741,7489.584861,142.177078,35.634503,21.629592,16.695775,3875.396657,-2.002524,1954.918857,33.771883,-13.441667,1.764699,-5.902541
m07_s10_e02_positions.txt.gz,m07,s10,e02,0,-9.550352,2.330000,271.083220,2535.226564,39.949520,233,567.785895,6193.244376,83.350336,24.959223,21.228424,13.046748,2777.833104,-2.584466,1135.333883,19.004369,-1.564477,-3.308916,-1.259837
m07_s10_e03_positions.txt.gz,m07,s10,e03,0,-9.841572,2.320000,256.304826,2280.613330,38.973525,232,453.788802,6402.253747,62.793930,12.849795,19.881806,9.815557,2436.441460,-2.926866,857.350471,12.516482,2.091602,1.238409,0.745825
